folder_path,speech_loudness,music_loudness,sfx_loudness,highlight_class,speech_loudness_change,music_loudness_change,sfx_loudness_change,target_mix,gain_speech,gain_music,gain_sfx
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_019,-inf,-27.551233771522973,-36.865810559295696,speech,12,-12,-12,"[3.2789314e-03 3.5034290e-03 3.4686718e-03 ... 0.0000000e+00 7.4860047e-09
 0.0000000e+00]",0.0,0.25118839740753174,0.2511884570121765
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_004,-20.059871882548507,-26.35268280943129,-20.398389989212856,sfx,-12,-12,12,"[-0.02341415 -0.02085198 -0.02057215 ... -0.03114934 -0.03127277
 -0.00572554]",0.07690029943096739,0.07690045453679087,1.2187948462910567
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_017,-25.862261091951325,-30.488447962353888,-20.5368742903826,speech,12,-12,-12,"[-0.00694531 -0.00656937 -0.00567779 ...  0.00154535  0.00196726
  0.00068272]",2.845979327591913,0.1795694505322649,0.1795697488027997
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_015,-20.698301839333762,-26.88222000969758,-20.04151146972963,music,-12,12,-12,"[ 0.01161925  0.01523674  0.01352104 ... -0.0096742  -0.01405975
 -0.00635235]",0.19100970588805224,3.0273029929169684,0.19101108829368588
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_008,-22.36503412120722,-32.04703285362248,-23.19644270537211,sfx,-12,-12,12,"[-0.02633172 -0.03719287 -0.05765012 ...  0.07605945  0.05932152
  0.01423527]",0.11178841993977427,0.11178823425536591,1.7717280484140092
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_009,-22.12463058754491,-31.22218417165164,-18.998135354476414,music,-12,12,-12,[0.0971585  0.09757169 0.09585984 ... 0.01484755 0.01021157 0.00189669],0.2478875226714545,3.9287384033814434,0.24788631683963858
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_007,-21.591595030222297,-29.88747531719102,-23.47060558152664,sfx,-12,-12,12,[0.01250456 0.01037896 0.00874543 ... 0.22182018 0.07609343 0.007633  ],0.0861370428155184,0.08613705303527114,1.3651772167603797
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Q0okgIEkRJM/sub_video/Q0okgIEkRJM_012,-inf,-24.69158462134899,-21.8879672815147,speech,12,-12,-12,[0.0090727  0.00986429 0.00644158 ... 0.01340745 0.01472721 0.00482375],0.0,0.2511884570121765,0.25118958950042725
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_004,-26.539256415464028,-37.385736494758085,-39.975373276672514,music,-12,12,-12,"[-0.00438112 -0.00437622 -0.004358   ... -0.00042682  0.00103575
  0.00201207]",0.2511884868144989,3.981072187423706,0.251188725233078
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_003,-25.618676686991414,-37.11814767428688,-42.1768447681626,music,-12,12,-12,"[-0.00025455 -0.00024878 -0.00026101 ... -0.00108765 -0.00122404
 -0.00138367]",0.2511884570121765,3.9810702800750732,0.25118860602378845
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_007,-27.633573958059003,-35.604360131476035,-46.03532721681202,sfx,-12,-12,12,"[-1.4687984e-05 -1.3902383e-05 -1.3450578e-04 ... -2.7919072e-03
 -5.0400440e-03 -6.7065861e-03]",0.2511886656284332,0.251188725233078,3.981071949005127
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_006,-25.931066068849724,-36.93484474108633,-38.590485654325285,music,-12,12,-12,"[-0.02085736 -0.02064315 -0.02034558 ... -0.00248001 -0.00286895
 -0.00507765]",0.2511886656284332,3.981074333190918,0.2511886954307556
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_009,-26.19436367783543,-27.356145399545635,-37.19847582519814,sfx,-12,-12,12,"[-0.00041551 -0.00039828 -0.00039639 ...  0.          0.
  0.        ]",0.2511882781982422,0.2511887550354004,3.9810729026794434
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_000,-25.46537773993777,-32.5476587715058,-32.40484324224806,music,-12,12,-12,[0.         0.         0.         ... 0.04161515 0.05039382 0.08481358],0.25118815898895264,3.9810712337493896,0.2511886656284332
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_002,-27.107752509271283,-35.78359948397068,-38.663009665944976,music,-12,12,-12,"[-0.00313669 -0.00309834 -0.0030352  ... -0.00415546 -0.00407736
 -0.0042438 ]",0.25118881464004517,3.981069803237915,0.2511885166168213
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/Lw5Ss6z8IoM/sub_video/Lw5Ss6z8IoM_005,-28.79598898976744,-33.17931575554216,-43.9550323325942,sfx,-12,-12,12,"[-1.6014408e-05 -1.5451125e-05 -1.3572104e-04 ...  1.4965820e-02
  1.9537786e-02  2.1210503e-02]",0.25118863582611084,0.2511886954307556,3.9810705184936523
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_010,-23.47446929734862,-36.835910596046766,-23.801326691265285,music,-12,12,-12,"[ 0.0032135   0.00312491  0.00308822 ... -0.00901699 -0.0084344
 -0.01032295]",0.251188725233078,3.9810636043548584,0.25118839740753174
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_013,-inf,-30.352779920314067,-inf,sfx,-12,-12,12,"[ 2.2773789e-05  1.9342648e-05  1.8636012e-05 ... -1.2335091e-02
 -1.1720986e-02 -1.1166804e-02]",0.0,0.2512020766735077,0.0
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_007,-55.70537030763488,-31.4127541037786,-24.198481683271325,speech,12,-12,-12,"[6.8843365e-06 2.2564142e-05 4.5998313e-05 ... 3.4726472e-03 7.9036336e-03
 1.1660367e-02]",3.9810609817504883,0.2511886656284332,0.2511887550354004
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_012,-inf,-28.253471393374294,-inf,speech,12,-12,-12,"[-5.1997022e-06 -2.5049999e-06 -8.1231392e-06 ... -1.0734352e-02
 -1.0206913e-02 -9.7818282e-03]",0.0,0.2511906921863556,0.0
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_000,-inf,-36.412082581909935,-38.363885894324014,speech,12,-12,-12,"[ 0.          0.          0.         ... -0.00756608 -0.0075737
 -0.00744333]",0.0,0.251188725233078,0.25118857622146606
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_005,-37.07392569688004,-30.15296897231868,-20.32904143454478,music,-12,12,-12,"[-0.00090862 -0.00094796 -0.00099254 ... -0.0280443  -0.0261222
  0.00867598]",0.2511887848377228,3.9810690879821777,0.2511886954307556
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_002,-inf,-39.54119884387863,-38.445191136163366,speech,12,-12,-12,"[-7.7326176e-06 -1.5383313e-05 -3.0729625e-05 ...  1.5139920e-03
  4.0244014e-04 -9.5437572e-04]",0.0,0.2511886656284332,0.2511882781982422
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_004,-inf,-37.96396989279394,-38.861072623058746,speech,12,-12,-12,"[ 7.7549339e-06  1.5420603e-05  2.3086272e-05 ... -8.7023195e-04
 -1.4068288e-03 -1.2189677e-03]",0.0,0.25118860602378845,0.2511886656284332
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_006,-inf,-32.31892128165231,-20.6864141066208,music,-12,12,-12,"[-0.04592399 -0.0455909  -0.04501836 ...  0.03074293  0.04027925
  0.05049289]",0.0,3.9810755252838135,0.25118789076805115
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_003,-63.143017608184316,-43.22127498293452,-37.70592561472798,speech,12,-12,-12,"[-6.66954293e-07 -6.66954293e-07 -6.66954293e-07 ...  4.86547651e-04
  7.59972172e-05  1.04605606e-04]",3.9809887409210205,0.2511887848377228,0.2511885166168213
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_009,-24.17660513880435,-32.248417207884515,-25.104763234567088,music,-12,12,-12,"[-0.0003209  -0.00034192 -0.00038658 ...  0.00785465  0.00766713
  0.01190417]",0.25118640065193176,3.9810729026794434,0.2511884272098541
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_001,-69.45645373983585,-37.67455800346827,-34.624015468989505,music,-12,12,-12,"[-0.00137415 -0.00141816 -0.00153332 ... -0.00377579 -0.00344776
 -0.00337344]",0.2511885464191437,3.981072187423706,0.2511889636516571
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_011,-25.87736318520127,-31.484296600060013,-30.251097054430392,music,-12,12,-12,"[ 0.00177487  0.00192915  0.00205798 ... -0.0353611  -0.02382352
 -0.00942919]",0.251187801361084,3.981062650680542,0.25118863582611084
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ccU8NJFeBSA/sub_video/ccU8NJFeBSA_008,-inf,-31.387372445000157,-23.28856468441135,music,-12,12,-12,"[ 0.00122367  0.0010133   0.00057722 ... -0.06428535 -0.06856523
 -0.08038691]",0.0,3.9810690879821777,0.2511883080005646
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_011,-31.648013926337715,-inf,-44.293916104959244,sfx,-12,-12,12,"[ 1.4388463e-05  1.6122798e-05  1.4166566e-05 ...  1.3211017e-03
 -1.3303090e-04  1.6280495e-03]",0.251187264919281,0.0,3.9810738563537598
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_015,-30.00176467372538,-35.29417186658906,-27.0194517847614,music,-12,12,-12,"[-0.01018457 -0.01050069 -0.01127459 ...  0.0129346   0.01301273
  0.01361672]",0.25118833780288696,3.9810731410980225,0.2511889338493347
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_008,-33.802726599576566,-inf,-42.42435778517596,music,-12,12,-12,"[ 5.0501825e-05  5.0077819e-05  4.9921604e-05 ... -5.6807400e-04
 -1.8684001e-04  6.6080640e-05]",0.2511887550354004,0.0,0.2511886954307556
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_009,-31.25370922050757,-31.834261564764386,-29.42958567691693,music,-12,12,-12,"[7.1364193e-05 5.8017602e-05 6.7198016e-06 ... 3.1529716e-04 2.1253101e-04
 1.8197202e-04]",0.2511877119541168,3.9810662269592285,0.251188725233078
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_002,-33.62469463359533,-36.23410593048692,-38.202159046792346,music,-12,12,-12,"[ 1.3665093e-05 -6.0603320e-06 -7.4197742e-05 ...  1.3704034e-02
  1.1195225e-02  1.0776123e-02]",0.2511887848377228,3.981074810028076,0.25118839740753174
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_007,-33.97105691535585,-inf,-45.081513365560056,sfx,-12,-12,12,"[-0.00023557 -0.00019561 -0.00021773 ... -0.00856852 -0.00943089
 -0.01109777]",0.25118887424468994,0.0,3.9810824394226074
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_016,-32.623351352679755,-39.34016006438179,-37.01076875700399,sfx,-12,-12,12,"[ 0.00184556  0.00249744  0.00327791 ... -0.00057787 -0.00099269
 -0.00173982]",0.25118768215179443,0.2511885166168213,3.981066942214966
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_004,-30.00903308771737,-44.32288683325091,-46.84596864531866,music,-12,12,-12,"[-2.4021498e-04 -2.4054846e-04 -2.5577727e-04 ...  3.0321709e-05
  1.4990374e-05 -4.2368523e-05]",0.2511885166168213,3.981078863143921,0.2511886656284332
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_014,-inf,-33.868596060939474,-24.314603261547592,speech,12,-12,-12,"[-3.85738240e-05 -1.19026205e-04 -1.68748811e-04 ...  2.26448327e-02
  1.99272782e-02  1.70986168e-02]",0.0,0.2511885166168213,0.251188725233078
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_000,-61.9687725513357,-30.35354171308322,-27.009487662766528,music,-12,12,-12,"[ 0.          0.          0.         ...  0.00152656 -0.00067895
 -0.00362368]",0.25116750597953796,3.9810996055603027,0.2511894106864929
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_012,-30.638866464597314,-48.447109920704406,-39.37616396322309,sfx,-12,-12,12,"[ 1.1115918e-07  1.1115918e-07  1.1115918e-07 ... -6.2131818e-02
 -6.4957023e-02 -6.6247791e-02]",0.25118857622146606,0.2511891722679138,3.9810686111450195
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/x91Nyuo55_c/sub_video/x91Nyuo55_c_006,-35.40507246756169,-43.217633592181116,-30.951622652602385,music,-12,12,-12,"[2.5788930e-05 4.4463672e-05 6.8423804e-05 ... 8.4329840e-05 1.9536339e-04
 3.0279389e-04]",0.2511885464191437,3.981083393096924,0.2511877119541168
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_004,-49.383591878009504,-26.732766636672572,-18.44626649522096,music,-12,12,-12,"[-0.04313171 -0.04174698 -0.0367388  ...  0.00399533  0.00455099
  0.00154862]",0.17875015673601508,2.832998335555146,0.17875019915165588
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_005,-inf,-41.5761701957125,-34.178473810731596,music,-12,12,-12,[0.00362225 0.00388875 0.00393389 ... 0.02716082 0.03390716 0.01162372],0.0,3.9810540676116943,0.25118929147720337
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_000,-21.68854563297594,-29.182663788672507,-18.222246945235554,speech,12,-12,-12,"[3.5612629e-06 4.0101545e-06 2.5900097e-06 ... 1.7984001e-03 1.3839020e-03
 3.8545014e-04]",2.3189742471108232,0.14631765692376159,0.14631817771946462
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_016,-inf,-27.963267494424475,-19.502762157385664,music,-12,12,-12,"[-0.04338238 -0.03960782 -0.02239442 ... -0.05791657 -0.05361122
 -0.08122302]",0.0,3.3694540248743077,0.21259804428106766
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_014,-32.060359784320816,-24.742924377898177,-20.935465457228705,music,-12,12,-12,"[ 0.0029088   0.0026988   0.00285623 ... -0.02953953 -0.02546379
 -0.00875774]",0.1412614605854173,2.238831516333801,0.14126077342924082
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_007,-27.230999146419432,-36.06784503004976,-21.567259305220116,music,-12,12,-12,"[ 0.03697529  0.03784584  0.03346728 ... -0.00014051  0.03924577
  0.0535122 ]",0.23584408342851085,3.7378645743650463,0.2358427682919478
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_010,-22.792764716206403,-32.40332604251703,-31.0658523309618,music,-12,12,-12,[0.02371304 0.0193917  0.00418796 ... 0.3820617  0.40531027 0.13652028],0.25118857622146606,3.9810550212860107,0.251188725233078
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_011,-inf,-30.063989274786188,-17.688533655726783,music,-12,12,-12,"[ 0.05683681  0.05460013  0.04887552 ... -0.00892639 -0.0025069
  0.00073657]",0.0,3.6874950399706274,0.23266529433057564
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/JQOay4rjHas/sub_video/JQOay4rjHas_018,-31.44330843542303,-33.456916093338194,-24.797656715655428,music,-12,12,-12,"[-0.01455572 -0.01354619 -0.01028922 ... -0.17800488 -0.17874452
 -0.16946293]",0.25118565559387207,3.9810988903045654,0.251189649105072
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_007,-inf,-33.239092942609275,-43.60593440800737,sfx,-12,-12,12,"[ 0.02175538  0.03125451  0.02682815 ... -0.00230427 -0.00161001
  0.00015998]",0.0,0.25118860602378845,3.9810588359832764
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_010,-inf,-28.708015895467167,-36.81811003063352,speech,12,-12,-12,"[-0.00477417 -0.00481032 -0.0044764  ... -0.00804269 -0.01032285
 -0.00332529]",0.0,0.2511882483959198,0.25118857622146606
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_014,-inf,-32.907046202224684,-66.43968141403884,sfx,-12,-12,12,"[ 0.01143886  0.01381598  0.01280057 ... -0.00651814 -0.00807344
 -0.00284774]",0.0,0.25118887424468994,3.9810707569122314
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_012,-29.82457210913756,-41.57968373787566,-35.07426950991887,sfx,-12,-12,12,"[ 0.04542546  0.03699316  0.0558511  ... -0.01503249 -0.01401368
 -0.00491373]",0.25118839740753174,0.25118914246559143,3.981069803237915
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_006,-inf,-30.967002311461645,-34.033254140911815,speech,12,-12,-12,"[ 7.0835790e-03  7.7624479e-03  7.3897713e-03 ... -7.6198572e-04
 -4.6962773e-04 -9.1330250e-05]",0.0,0.25118836760520935,0.2511891722679138
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_011,-33.73564432677489,-31.464082308845985,-31.670141306023517,sfx,-12,-12,12,"[-0.13767712 -0.14112324 -0.12085205 ... -0.03640993 -0.02269165
  0.00014589]",0.25118884444236755,0.2511880099773407,3.9810688495635986
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_004,-inf,-33.12901701128554,-23.50309615411747,speech,12,-12,-12,"[ 0.00179601  0.00125329  0.00078793 ... -0.00082526 -0.00098129
 -0.00033192]",0.0,0.2511889338493347,0.25118863582611084
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_002,-35.08036261306489,-28.839463875500698,-26.425353954041423,music,-12,12,-12,"[-0.0793642  -0.0926434  -0.08877401 ... -0.04473311 -0.02811582
 -0.00909036]",0.25118839740753174,3.9810690879821777,0.25118863582611084
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_005,-inf,-33.20511816040139,-47.96708633583956,sfx,-12,-12,12,"[-0.00382498 -0.00718959 -0.00951796 ... -0.00514724 -0.00497324
 -0.00166427]",0.0,0.25118589401245117,3.9810972213745117
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_003,-inf,-28.619759229640646,-27.544305342951528,speech,12,-12,-12,"[-0.01316695 -0.01403165 -0.01386522 ... -0.00960444 -0.01036114
 -0.00344836]",0.0,0.2511884570121765,0.25118833780288696
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_013,-33.61870261314615,-34.15326525713096,-43.07158918878955,sfx,-12,-12,12,[0.01312456 0.0113415  0.00844792 ... 0.00056192 0.00102601 0.00037005],0.25118908286094666,0.251188188791275,3.9810702800750732
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_015,-inf,-24.25667547300178,-29.89706864484228,sfx,-12,-12,12,"[-5.2160071e-03 -6.2729279e-03 -5.9075328e-03 ... -1.2980387e-06
 -1.5289093e-06 -1.0445185e-06]",0.0,0.1235561166966303,1.9582368368658618
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_000,-inf,-29.239316044440315,-21.419925544931832,speech,12,-12,-12,"[-0.00398205 -0.00474073 -0.00381483 ... -0.01919924 -0.02376941
 -0.00802299]",0.0,0.2511889636516571,0.2511887550354004
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_001,-26.52377902525571,-29.2531236436183,-33.41618341367942,music,-12,12,-12,[0.05852585 0.05517136 0.04475854 ... 0.19385064 0.2414214  0.08467813],0.2495100200210048,3.954456856589066,0.24950954637130068
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ErQGXlQV6vg/sub_video/ErQGXlQV6vg_008,-28.785885841291464,-29.848080183357453,-19.989818907533145,music,-12,12,-12,[0.02040704 0.01933029 0.01817647 ... 0.00968162 0.00573299 0.00107236],0.2511880099773407,3.9810683727264404,0.25118839740753174
/home/cxu-serve/p62/chuang65/smart remixing/CondensedMovies_processed_Action/ZrKUk6S3XSc/sub_video/ZrKUk6S3XSc_001,-23.16760041884229,-50.63473061140866,-21.9328623465295,music,-12,12,-12,"[-0.00229973 -0.00056454  0.00128592 ... -0.0078945  -0.00546052
 -0.00105387]",0.2511885166168213,3.981053352355957,0.25118619203567505
